Video_id Is_ASR
eA2VI7VWIMY Yes
6jzi4vFN_6w Yes
zEO9D58uE08 Yes
quSLxigfXiQ Yes
kKfDXCn9Vhw Yes
v1c7KaCyDsQ Yes
OjrJw4j82RM Yes
vab15_p5Ses Yes
9EsK6ju0-1Q Yes
3ZkTWv0bG6w Yes
530agqhqTTE Yes
DKC2tBflJSI Yes
2W1YXMv7jyk Yes
9dJMTxADct0 Yes
WqcLtrAmwXs Yes
_eYhU6bUKg0 Yes
XjFNpFImdd8 Yes
ydq-vrxUFQE Yes
I8s2ExNuQGU Yes
wVQ1kjeHW3c Yes
UkjI89oHbGI Yes
Ww0rmaAGejM Yes
MIF1dtGrgis Yes
HJw1Ce1ychk Yes
oIoqKRqQ0gg Yes
Hf6OB34m-_A Yes
iZ_nCAMTGyk Yes
p3P4zzr7pro Yes
mjSipvDbpIk Yes
F--VJgnv-WQ Yes
VnyX0yEy8BI Yes
8tgDNV6OelQ Yes
Cvuq_hhEk_c Yes
U8CawnoaF0U Yes
McSCt25wy_I Yes
6om11DK0cvE Yes
MwWhxewDYgI Yes
ZUcB_S4oQhY Yes
wHXfo7B48vo Yes
deRAujdsuew Yes
1b0qz0XuZ2w Yes
mhtCkpIbEHQ Yes
dEj-KCi-wdw Yes
nDyy5R0TvmQ Yes
LmMQzjJ8a5g Yes
Wvbh6HT2urY Yes
mLux6672cuo Yes
wG6CMdkOODw Yes
JtmfnE3vgPI Yes
afX_FCB6ngQ Yes
s1hYEf4lsBk Yes
lrCwqNyYifE Yes
nWv3lPY19UQ Yes
60buELC_ADU Yes
nT7w2H-8jTU Yes
EMiKbm5Y9Gc Yes
mJk_s7Z1DrU Yes
__m5Az3vjYk Yes
C_5BUgGArfw Yes
rDiIIaRIdcA Yes
2Kgd-mBob6Y Yes
mfSE64uN4uY Yes
4XXju4kQvYM Yes
tcmPIlgcz1w Yes
5Z8MJQk2DPE Yes
L2ABC-xWCNw Yes
oAXvn204w6Q Yes
kxSGza9SFKE Yes
TdHAMw49qa4 Yes
KwvIzLxdD0Q Yes
VAjJixqAPog Yes
Px36mbLRsCE Yes
PpYOZCYU2gs Yes
o-XhgdliaRg Yes
Q8rr84wU8nM Yes
VHIl9BdYWic Yes
K0W8VFVhB0A Yes
fJFDkIqrZ4A Yes
hszrfM7KoBI Yes
h8TyVV11xxg Yes
LjViGnHfnxw Yes
OEio_Cx9ago Yes
0DC4YEgHcuw Yes
TuLezXkRdOQ Yes
yZjphAcZvhs Yes
OuuwF9c_y9s Yes
9nimGv37rmQ Yes
cxdH-N1ag6c Yes
v22LXVA4iW8 Yes
_1An7PloSY0 Yes
sLOAckRkSo8 Yes
-5BObypNbXU Yes
qyisUK0r_9g Yes
mM0cpXDA2sU Yes
LsAlwU0aqHE Yes
gbkDC43GEM8 Yes
yOgigcKFm8o Yes
0RsWIevA2RU Yes
PAaxGKkqGow Yes
P_w4OXi2tjg Yes
1TxLZX7ZOM0 Yes
tWYmMq04UBk Yes
yDFlG_xJkUU Yes
zosg6UfYrx0 Yes
Z66MIMFFTMM Yes
uTuh8bRjidI Yes
NcChMqXez-w Yes
ipWAWu2SUTs Yes
9xEqrr8kJuo Yes
zpwdj1jxpsQ No
FAphbilKgTE Yes
u6gtRjUMn-Y Yes
zHMp12ZbOUs Yes
Va0xRTEuZ_4 Yes
kWMip3fqO5U Yes
TLQF_ibZBR8 Yes
_fE9JYWeBzE Yes
oZUmJug8Wss Yes
NkVYv9ETfOk Yes
ehKmH6RKqd0 Yes
rmV2_pJ793E Yes
yG75eELXmFk Yes
Q3CayJ3hcIo Yes
jaOzBmijrkE Yes
lIFP2ATNyis Yes
7LPoB2NZnhA Yes
mY0EYvVIou8 Yes
6IDhE1qLj8s Yes
zmtrNoU3nHk Yes
LVYWGQ2Q-iI Yes
JWBw0vguzEg Yes
yD-xHAKLtIM Yes
0XMJGXJyMcQ Yes
MiSkc3xwrgw Yes
QhrMb7ATgaI Yes
tLXJ0lyDJzg Yes
L0jwpGLVm80 Yes
JNGRYaENu1g Yes
uxwfXbSKBu0 Yes
UuevY4VhuXQ Yes
qQ5IKmzTayM Yes
g6pW3g5c2mI Yes
Jmqvx0owUew Yes
g9Nlqdh1UVs Yes
DDNxxreM-iA Yes
zikmWEEVULk Yes
MwHn5oZriLY Yes
1R4qD7LJ3ig Yes
tevJh9twFWY Yes
TbQgiDGWVEo Yes
NYceaDNTmpU Yes
QvmHz7XXs2Q Yes
R8Va_udN2aA Yes
crPja88jP5s Yes
QwwEk7-rcm0 Yes
IgWTK2xJyrU Yes
MShg8FPlqN0 Yes
K3h8v8--hfk Yes
CydHGt648Wo Yes
yPWiCG6Piac Yes
mqMuKOlT9fA Yes
1Boq5NDaoos Yes
Xq7bptd_KxI Yes
jXvID540f-I Yes
-1AcV48-GpU Yes
NP97i47oWsQ Yes
HFPa5hGnoDs Yes
GQyZf0PDo5s Yes
QygX97oTvMk Yes
8EzCp8lldWY Yes
ohEIfeARlEI Yes
klX_I89eU2o Yes
p91Un8S8HwQ Yes
JnRmPpEpCLQ Yes
afPKLGh8y7w Yes
T7d-EHi6x1w Yes
ihR3FclD2kQ Yes
UCcaXt8_HYQ Yes
pppOGtK9Bgo Yes
8Hlc7a-neMI Yes
z_az9IhDuHU Yes
XBIyugeI6gQ Yes
suP_eGZEb-A Yes
rOqkLP4HQN0 Yes
VplZayOdGuk Yes
gUVZLr12w4Y Yes
yZ5zz9UKnVc Yes
yIJeFe35efE Yes
8myp7Ib021w Yes
ukTrzSgGGsM Yes
lDt3vmEJ7UU Yes
rcvF3fegocw Yes
71-4R8AJZCo Yes
K1riJUg2EnY Yes
z2YbK8JxqPE Yes
LFzJAeXu9VE Yes
y8qjIlJVyTk Yes
OSnbb4z2UhI Yes
I3UfwHrO2K0 Yes
HbIgMinT8ZE Yes
l5lHMQGE8dY Yes
ujgnS4vqtzc Yes
E_z6_D2VyKM Yes
FgaO2FDe42o Yes
tJHo97PY7Ek Yes
xk3ixhH1iqM Yes
mU7j17uBxcs Yes
OA0hPwasLdo Yes
JBH9VUIAWr0 Yes
K5xVIItRulc Yes
53v2zJoG94Y Yes
0TI76m6OcpU Yes
qEkYXBzp37A Yes
ovZrfwvRT-s Yes
Fadt0Lqw2Ok Yes
csXZ232C2e8 Yes
V1DsUNs3Qvs Yes
k9dHwWO-y8U Yes
OZhZUDHfn4Y Yes
1gsvoKeJWkw Yes
gUToSo6pARA Yes
96Uc5HGNnwM Yes
mPrNg_E2YMk Yes
Bz-vXSghtYY Yes
aA3rxRyffKg Yes
2kp4fM9e5B8 Yes
yEizr_oxR5g Yes
YhiDJk33HgY Yes
GPycx24f_g8 Yes
Z_a9EbOHNGU Yes
LvQ0BK4ap8s Yes
zTnA2toVZLg Yes
6AwEEEdo55k Yes
vPSutR0IrqQ Yes
kqP7MaZJxlo Yes
WqacfHSMcaw Yes
ET7fzMw7DXA Yes
8e5EluEM1aM Yes
xcKjpElYJco Yes
CMH-5dC-RDo Yes
V9aUXZynMDk Yes
8zBgVXlSoUo Yes
m-FvH9f-UMU Yes
whMUdd6Fhcs Yes
2KghnlGvlYo Yes
7km-Np3n4No Yes
qiOTnhUxR-k Yes
B4i2SbHL55E Yes
zdhMJK3ESeE Yes
Vyq7UCLSw10 Yes
qRv9ICC3-hc Yes
c1cRS0nCdlo Yes
UxYRjPcGPGk No
AKWAjEdAqTQ Yes
E-62_1z1VJI Yes
I3CKSDj8Qx4 Yes
xkheJeZOE4A Yes
9-MolILvAd4 Yes
wfDbeVCiEUA Yes
184lOWbEaz4 Yes
PD3IxY1zvIk Yes
HS_SSIXjUuM Yes
cLGW0tZk9Rg Yes
y8-tYVl-jcc Yes
0UNyePZ2Nfo Yes
prYeg7UDtGw Yes
UHkIDtEGM-k No
yGJAjnhKqh0 Yes
Jl4KcRAJvug No
mTWWObSu-Ek Yes
7s0F78IeIfk Yes
nCVTMgJDwgU No
frPIgDmsuwk Yes
cmzVLlJRqMA Yes
wyooEnT3SCQ Yes
83PVwxTgfmA Yes
bpMdQ_kZ0BE Yes
YeWYninZNVY Yes
4Ku5UDxSRpg Yes
kG-kzQMgN8s Yes
ztqMcf2GLBo Yes
CJb_IBN70qc Yes
zF-J_0CZL2E Yes
qfKtqlinq7Y Yes
u70qO6fjt0w Yes
Kp_pydtmio0 Yes
8Yr8vjY9-g4 Yes
bfvgwA6h3Qo Yes
lRLIifT4ass Yes
_-ZAOtAbgg0 Yes
jiFT3VkXGyk Yes
GUZiWcqgc3k Yes
AFwvjhMiyKQ Yes
KCLB1qp6pFo Yes
x0M1qr_Bqys Yes
BVH4Do1m-QU Yes
5IEcbbQahyc Yes
J7wV8EU-J8w Yes
TR7Uqbr5qew Yes
spkUpv0Ruqw Yes
oFHKCtgVp3M Yes
WaoSm4ObyTg Yes
gyB5pPFSinY Yes
9st8fFiVcXQ Yes
O0t1v1IuhXA Yes
6uhG2onekcg Yes
WAIdt9L8Cb8 Yes
I1deZlYy3D8 Yes
5lWUWVeWoNo Yes
EQ5yjgQG8Cg Yes
aIenHsOq-eM Yes
KPk2Ah6d4RI Yes
MsWvBA49Ido Yes
NkajY4kETJQ Yes
291eRvdpw78 Yes
BVAAARoDvts Yes
AUBWepz_zKI Yes
3Uvs7EDbWk4 Yes
l6-Ipar9V1s Yes
qwKqys4TlFY Yes
Otf7ozkyF0s Yes
waYxZrkGvvQ Yes
AZGfdaN14Cs Yes
z6bRwQAnauE Yes
zEI_q9z2wsk Yes
cDU7L0ESMYg Yes
tQ2Ru9AoVog Yes
wTCzYhzOurY Yes
xNsP6_lm9fU Yes
xxTka_RBMZ8 Yes
hfcGs9ByC5Y Yes
SNX9yd0R_OY Yes
9rsY9Qwa8o8 Yes
srutvKCXMAM Yes
SYrsswuoLDM Yes
eBromIkMpqQ Yes
E0tCN_8i9yA Yes
RfDWAfzKr2Y Yes
L7SFbhL9pvc Yes
zXynh24NiiY Yes
9aKCiYQsgCU Yes
flA3KoawXMM Yes
mvySwiqoWWw Yes
C1VKlWLAQto Yes
KlfPcd_P1og Yes
eTZbyRMga1w Yes
4H6ziwhCDmA Yes
u1_HAuZ_fjU Yes
oif44YIUW-0 Yes
mkdab24jMsE Yes
iL4a7BOO7lY Yes
-R49z2Rcgn4 Yes
wCmXALwivp8 Yes
abXRZjA8DhQ Yes
wkVvAC6_4VM Yes
SOMKCejlUCg Yes
kUS7vfbdONk Yes
bzpeHSFraIk Yes
csbOOi4IBjQ Yes
VJFXfwt3MPw Yes
XuZSlyvQB30 Yes
m4zH48yyxsI Yes
iQXwLXNFZjM Yes
Tg15jpEQt3s Yes
LiSw9UlOS10 Yes
KzTnRWdbEc8 Yes
2WZxMRuyhLo Yes
Tgx60N9vwTg No
XhdfltVysAA Yes
1o8bGml_IXE Yes
utCSq7mh6Fg Yes
FNXtrZ88B14 Yes
MPl45IEw1m4 Yes
qhWmMVOnzL4 Yes
WvKzwc0f4MY Yes
jf6bZAN3KU4 Yes
HqiAIYpmiH8 Yes
NdYMpYl2CYs Yes
7e1Yo64o69M Yes
JPgAbFSrDbk Yes
9jcFd7q5QT4 Yes
wQk7K5kHwBU Yes
uGBUqi_hSaM Yes
r4IosrMQKKo Yes
Yao5rWgvQP4 Yes
ltWIqaOtsYk Yes
_2fJ2x8McJ0 Yes
9W0l8X4hLDM Yes
pZLRIWjTHhA Yes
_MDbFqZoE8s Yes
VnmqYvyzYa0 Yes
X9BL6Es-YpY Yes
tU77t6Efgp4 Yes
08a3ImBxLTQ Yes
12Sz5AQKA5I Yes
JABaHUHoZ8s Yes
W_6aAEn1GcE Yes
IUTgtNn_vdc Yes
u3Brws9XFdA Yes
bCumeP-Etao Yes
JvVBsUv8Dg0 Yes
WXd_RtPdcsg Yes
BwKZLB3GyJU Yes
B-qnwTbHHJE Yes
NlDXWoWq7dg Yes
Nq_uq6gNNRk Yes
WNuOBJj73V8 Yes
wxjCr1MN1j8 Yes
yygrELxEVtQ Yes
nHwPEFCIWh8 Yes
GxhGkH1W_vE Yes
IaIIkRdV9Nk Yes
QNDFSJIDAds Yes
7A4jm_L0SNc Yes
e_lNo9R-5Dk Yes
6SxgPkoOySs Yes
KGjTZZipkKI Yes
SeRj8K1kOVE Yes
Dp_mNmcw2rA Yes
9LbYSqWYcKM Yes
Q9AJMv_vqoM Yes
el1N2pE8VLM Yes
uwcNk4R8DLI Yes
l8uGfu-1IPA Yes
_HXoFTLmYUk Yes
WddEaUntSHE Yes
we128KeRPN4 Yes
hVyuy_fQNEA Yes
Ry3Zsq07mSY Yes
yk0kMOKmp50 Yes
9MiK6OED_3k Yes
K1hiecNDKXQ Yes
3cX30hY6JlA Yes
g8zNjLpmpho Yes
YFZE9_vuCkw Yes
CZfcbrn--LQ Yes
Trzbz-O0UU0 Yes
fwLcV2PipZA Yes
z58Q11ioYAU Yes
sgXzUtwaigg Yes
v1J08CoiVa4 Yes
ff4tx-GI5E8 Yes
Jgpj8JXBsds Yes
EsuKMRR5pjA Yes
DHIbg1CS-jk Yes
2dZyJRUcPaU Yes
7qdEBptf1iI Yes
T5eYFft8dX4 Yes
17MD0JiIFcM Yes
W4UCerTqkH4 Yes
69StvkKgSbw Yes
czMCCuUlAZ8 Yes
fPZu3wmC6FE Yes
V4PYCC_Npus Yes
q3iOh1Z0LCo Yes
97OJjlpbuBc Yes
VRZZNuEniyo Yes
JIUm67YTuDU Yes
tHT1f-4xRHE Yes
kAcoZerIFOM Yes
5sGoGG-H25I Yes
ZRCon6NTRVM Yes
VDKcofUSfB8 Yes
p8Mu8EnG9cs Yes
JjE3ThA2OPU Yes
VLNE2AmIxrs Yes
j6_QHcnLhuc Yes
jOYi84yqJ4s Yes
pFZs9K7m-SM Yes
8m6GbzdYJgs Yes
iEYJXTHnZBw Yes
opyonJc-ISU Yes
JZx887udEnM No
4eMW0TKNlpQ Yes
3KGbHikU2VI Yes
kHpFpEzGc9I Yes
peiIpcGsM3E Yes
3jdkSEMqIhc Yes
JoUAA1gXGr0 Yes
VneJtTaps_Q Yes
haSbQV3dVu8 No
1vcE_Rmcr-Q No
I7Y0wTL-Z7c Yes
PMu0btOabis No
Y0jZ-hCPN1E Yes
_pExvBY_VoM Yes
4ZvsIModghA No
OChbSEPJ8dc No
kBMHqdpvtvU Yes
0JSx3eXjDOA No
M4G32GdBzjo Yes
DGyCWSBTTVg Yes
j04dNYnK72E Yes
z2cjUOSj5FI Yes
AY-4asFdJzk Yes
aoh5kZGJ5-k Yes
a9OM9I5Uyhg Yes
RtEEahQkKYs Yes
FUhHzLQUkUk Yes
LX4f9rAeUXY No
imE8QG6xHv4 Yes
uC7uNP0hkOE Yes
S2iGK0iIH4s Yes
AnPbwgtXh6I Yes
0WdvshZCyJY Yes
s2N4cPqCdys Yes
I8yz3iHYR6M Yes
eGbiQtknqRo Yes
XAGKt29JITI No
3je9-mkylDY Yes
wYEk1uPYhCc Yes
vX0JAT709Ds Yes
lHr55F7IZzY Yes
PHwHugvV_RI Yes
It46vuAEjF0 Yes
94V8p7GZ2IQ Yes
Matp1IySgJI Yes
bySEt_J_LyI Yes
OGTiFba2TlU Yes
Hg6WxecVpdA Yes
WQH3c1AgWu8 Yes
hUckAEQ25SE Yes
cHXEmWDkoRY Yes
AhbdbDcy9dc Yes
bwzgncQ_7Xk Yes
mJHuklQPaFI Yes
ymrsg1y2Kgw Yes
8_M1RuDSgOs Yes
F3fVinwpvKk Yes
Ts2-6431gwE Yes
S6JRWwO4DBo Yes
ugWtrNbprpY Yes
aG9rQuL-Pe8 Yes
siiIi2IA8pc Yes
ut57exEqZCY Yes
8dn1fORe9kc Yes
b3xGy-g7RTg Yes
KJWez-g08cI Yes
askDz9Jv4z8 Yes
5ymAJpLh_kU Yes
Pxg3bdcqQUk Yes
6eyDpBHzn4c Yes
Ycx0CvVpJqg Yes
R5SV1hGvi4s Yes
5rfDE9-xUNM Yes
nkqWs_loFmg Yes
J52CiZuk7zg Yes
_ivRWKc-ZOk Yes
IPhZcOnDYog Yes
O1PLJGXJMa8 Yes
LcDmHGIyQbM Yes
hHEkD_aA0SI Yes
2sWivx0LqO4 Yes
zmGmcFRXWqc Yes
QpABtKC1mwc Yes
dko82DmeZZY Yes
LG_EcGjuQYE Yes
1_6HpajtDBU Yes
p45RDOLWcao Yes
A21NlVFshR4 Yes
ckSMK8M7yNE Yes
fbV1m1mP9Jg Yes
ix_Wv096Ko8 Yes
Q0pFix4gLuw Yes
saMZ-DLcmBk Yes
wf1sf4puS8w Yes
JmPv4iq071g Yes
lNMscS9p6c4 Yes
Q17YrWRveVE Yes
E6L54H58ne0 Yes
bLocqzotWUk Yes
Ir3D2NGUVyM Yes
2zlKZFanLAA No
ySaqEzZaXjI Yes
I-ql0NHv96c Yes
P1a1qFYd25Q Yes
St4ndMxufas Yes
Z_mNmT8XQaM Yes
t_k0Jxilf9w Yes
q7Yvd6kCbPs Yes
uYv6xkhxxwk No
_OsUX6h7jFc No
w4vRpU0yR14 No
_jK36D-jvjI Yes
anoBJFl_jN4 Yes
3DVxUBcTgKM Yes
US9E7D8H-4w Yes
8yNrYaFuprs No
yewFktSjEDg Yes
PBDKMFoxMI8 Yes
sEjCgdMOrSo Yes
ShgkopKT8Rc No
80HMjCSz8Jc Yes
714f99YplKc Yes
U-bMkGZy13g Yes
E6zsDPxEsZM Yes
XKibnH37rNA No
7U2sXkw7Xrs Yes
nrtcv8r8wkM No
ISuVDeL_Tp8 No
Y1sujvQcvIg Yes
7dbJaAK7R6w Yes
JqlOgzFTyE4 Yes
UkCcD__2T6U Yes
iyFUdXEww3o Yes
Uu9sBumduAY Yes
PLJextaS8Bw Yes
zgHar1KAioM Yes
zHJ1tQ7Qm88 No
5YTI8YPOEVM No
KpveML68-cw Yes
NTIZW2Qm6lQ Yes
3BkxQVGEV-A Yes
ta3MdiLxibQ Yes
MsJVIymB3LA Yes
uAdcaEPOsMc Yes
1GjIkCJAuhQ No
helWE9ULpRs Yes
aA6sZB0B0y0 No
7uVpTfo4fXA Yes
mdiDNDY-xO0 Yes
d52Aa5qmlSM Yes
TBQnFxSw6G0 Yes
3GZFRX7toIY Yes
MmCjAqBQyS4 Yes
WlcQGv0eqcA Yes
ocX00fiByjw No
RDy9JZbbCIg Yes
KrmBx7xL2EI No
MuGUzQwnCuU Yes
xuSiPnvB49I Yes
mU4t2iLT63Q No
8Lgj93sT67Q Yes
hC2a9zOjEIQ Yes
GFbD5hnn3qc Yes
jSSqwZdTmNc Yes
3rrrzR9B8lM Yes
j112_NSZfu8 Yes
yOmGVQWEdFk No
aZeDcy5jf0w No
5WBtEGNmOdA No
poNPiv_-cxY No
CHBsAZOxyoU No
acyUaJsUcYI Yes
0Kbyimq3QO8 Yes
ZSMxBcvUZVI Yes
maaAOrY2Hp0 Yes
sOjGVder6o4 Yes
ib4Ov7ZCPM0 Yes
vXFhMzjosIg Yes
7lSdkpVSAK0 Yes
bkb8XN_QH6E Yes
gyElbVMO-II Yes
CC5j1qN9JJs Yes
7saosdUPhL0 Yes
Cecapddt-qw Yes
Zksu0hLZ4yU Yes
DtZ64NGiLYc Yes
CWGJ8nFKobg Yes
R65QC9_uncQ Yes
vH1Uyuds1zU Yes
uHQDp5B8rs4 Yes
fx_qHODhIzI Yes
ftgmeShSn_Y Yes
jQWLeD7QTj4 Yes
x3TB6u1EnLs Yes
rqAaZB8Yl-g Yes
sSQnZWbiHyA Yes
Q2Ydkr6btS8 Yes
AWPaa9hCHhE Yes
nJkmcvH_qwk Yes
PZz4RgHvbas Yes
FZEtTrjYPwc Yes
BcJSZRkDTOo Yes
03RHVGfkLmk Yes
rEy6vnF6ET4 Yes
SjOy79qk3mQ Yes
pqI7WScOVec Yes
Ew_IC7NKkAY Yes
p7D469CtZac Yes
QlKfqzLidt0 Yes
UExPclFYkHM Yes
thMozb_OS6o Yes
ES24hVeyMeo Yes
RlxUCXLYP6k Yes
MWtQGQ5JQDU Yes
xHCubnYk4ms Yes
lU0mK-bT_E0 Yes
09hlkRpAFB4 Yes
V9WvfKbVW4E Yes
i8PN6T89cJs Yes
FFzhmEvlN_8 Yes
3nEbbBNduUk Yes
A8a68C1sTrM Yes
l1Inv10ztww Yes
IA9kjGK7elQ Yes
mBXC0eN5GDM Yes
hsIfxp0QWnA Yes
yLH38nNVhco Yes
f7VtsOzfIBM Yes
jMO7cDEVP7k Yes
Dr2h0_6Rcd8 Yes
6u7eSQQ7vHw Yes
vWKU6Hir-GE Yes
D_bSDYMbkd4 Yes
cx92yY6diTs Yes
9_Z0GVKUoOo Yes
EA-15SZAtxY Yes
w_kIxEKyn10 Yes
V6BJdVnOkwY Yes
WD08eZ5O5Nc Yes
ubOCNhZ-HaU Yes
xMmzyI6e8io Yes
f98oJNKFHTg Yes
wLBQWRbm8a4 Yes
2xfSZh5XE_w Yes
orMb3WR42WE Yes
xwMQ1wbMZ84 Yes
gvVrKS8AAhA Yes
K2R3KvFPDDo Yes
zYt-b-4t5wc Yes
lyKOyioHoKQ Yes
Ng2byjn8cso Yes
SJZUlOx8lUY Yes
xT3FBo7mAoI Yes
ZK_Koi1KZ5o Yes
7JO-tpNER6M Yes
dTD6h_eVA_M Yes
J1R4OjJnWI8 Yes
gkMVeWVhpiM Yes
k8t9IL75H8E Yes
lJwBu_m-8ck Yes
xMM8KVrmHbc Yes
qHNqb9tD-ew Yes
o-0dsXUYZHM Yes
GdmPO09k3Ks Yes
IQO0eLHDuHk Yes
VgAwZpSz01E Yes
UGnBqPrGJoA Yes
bce1BkJhbdE Yes
29BDz_9AB-o Yes
Wuy4CxcqCss Yes
inF0Ym1t5-8 Yes
UToOrn23xRQ Yes
RMesLkfSn4s Yes
KAAy2q-LvZ8 Yes
6v4_T0YcUhY Yes
Icw0GY52G30 Yes
0DXf0CtqzxA Yes
eR9N_Hk1JEw Yes
4nQY3VW8hDA Yes
6RD7qLn9q1I Yes
Em5pSj597oc Yes
wWQpTlAhTPI Yes
RZivV27FCF4 Yes
Alwz5xaldAM Yes
2Pc4rq39Xb0 Yes
zcX8lkWP0OQ Yes
UFFKjZL2DLA Yes
_eHDwnxkCI8 Yes
QIrJX-GIXyQ Yes
SWNGmwOJKIU Yes
ow-XnWP46Ps Yes
_7TYaTZD_nk Yes
jb3kdZP_DIk Yes
5tpyviga--o Yes
kI9nLJbevqk Yes
_jDtbqzTE0E Yes
3pjD6ubG91g Yes
I56s_IopKDw Yes
1alBYwv8qxE Yes
aBRjEd_PmMo Yes
TE6J5DCl110 Yes
rc3cPgnn8aE Yes
DN5DnJiRYOg Yes
dyMI40bWxKg Yes
MGTIl_8oUL0 Yes
x5eHGXQdyuI Yes
j7J9Q0v7rOQ Yes
uPRqc-QCc_g Yes
enbFsgaPfE0 Yes
kb4MTtwoyQA Yes
q04mPI4Jq3w Yes
KWJnbT1tzeM Yes
Q8AMAU_Ihy4 Yes
SWCxSyThsFI Yes
pTZ9ACw86Cc Yes
28QvQLNwpKg Yes
LHz_NMrfidk Yes
cAvg7G4DpUc Yes
IITHKJRZi5c Yes
s37shIhfh4E Yes
KbZhehshF0g Yes
Vd5GmudJ47g Yes
fIsOWtKWDYQ Yes
JIVIZ4_5_AQ Yes
LB3mOTt9484 Yes
8WiINs9XkHs Yes
JJb8gdj6AeI Yes
EMSHwk9HyjY Yes
gJrHTQJhZDw Yes
VUfQmGuMJ8U Yes
djJNIhj990k No
5vo-O4ko2MQ Yes
ks3Cmr3ObrQ Yes
BgCL2feyeVo Yes
VuKR74lQQcc Yes
tlPe_-nG1Q8 Yes
emYxTzMupTQ Yes
J-i4eHk8Pwg Yes
w3cUlStOY1w Yes
wt04nFPr8YI Yes
p9x2dOVRvz0 Yes
wd0ZNVXjeF0 Yes
Xc31ePoiJsE Yes
4emkk7eSpxM Yes
e01YwGKtJ64 Yes
MrXWt86uWIw Yes
UpWQd1SVIBQ Yes
iQWAKyWsa5M Yes
q6oq69ohAHk Yes
0M8hBafWWsE Yes
ju1NsDtKXdg Yes
nIT2jccoKRk Yes
SbzrFeDAqtg Yes
4uZZXnI8lz4 Yes
sZ2xnPbAcBQ Yes
Sr_VhQWZp_4 Yes
HA9exyqLpfE Yes
ybccRNiZ6Yk Yes
U5ZbExQyPsA Yes
DkhDoT4z30Y Yes
riHywvnKur4 Yes
t3yoP_r0dLU Yes
OuJWXvm1GWs Yes
Ysvi6QTOBBg Yes
dFi05ycKXYs Yes
TBDLkvT4kZA Yes
mDs_Jmr8jIM Yes
XQZ9CYclL7I Yes
cmbsRVC1jYg Yes
aDh_nNL4uvo Yes
TCB3RSpDjo8 Yes
NLR2rNjUaMg Yes
aOBUcOxDU_o Yes
e97D6XcLV-Q Yes
Rot5zl2XaOY Yes
foGdyIJxYNY Yes
Gcype2rOh9s Yes
aq7NGnFI_L8 Yes
JtuwxnXOYdU Yes
3sW_iMA6u4s Yes
JT4DzfHQY5Y Yes
2p8eSlRcsA8 Yes
e-tqSVLppMQ Yes
sqte4WUVhJY Yes
_z4CRmjRDns Yes
vPi_wRHpq4M Yes
P0cNifBTogs Yes
aYAQvOnu-Io Yes
6BPdW0PLA80 Yes
gyPFAP_e2BU Yes
9kIB8Qugorw Yes
FHjddIy0juw Yes
U-XWlXj6qao Yes
90kV45VLE58 Yes
u3A9AeIsUtY Yes
Yl9a-GrpYg4 Yes
USgNV_rjDq0 No
nx0ANby38QU No
5_MJFGSDpZI No
wFnHQ24Tsr8 No
xpxGPyq2KO4 No
K7G7ehtKvyg No
8vb1eDyUe18 No
9PkbpRzZfUc No
sPAClN5TEIs No
tT-ce13HBM4 Yes
aDO0IMpaSBY No
7EWgyPRSXqI No
_tlDrbVlAEE No
qwbAELhE5yc No
hTeW0e0JqnU No
KxxKO1sFsi8 No
DQpwuq56Kxg No
Wzh4uIJ8tyE No
jH9bK2tdYWg No
x0j-AeKJJtE Yes
wZ3U5yJjo7A Yes
MFqIBnapBjo No
kSlRsLFIaoc No
CYTWxB0H1ps No
KJWFg8oSL7M Yes
z6ZpPYSjjxs No
TA5ShS0F7Yg No
atUSPt2yt_Y Yes
3EOKqMKqZ-8 No
b4wZolEehm4 No
1mWSqGflQKI No
NMFwW3t3mVQ Yes
9hBtDGFNwxU No
1DPsaNFbtkY No
cIWc6ULkiK0 Yes
Jl9_zNF04CY Yes
io7sbNIkQ7Q Yes
ai36KrKlghg Yes
w5VlM-8RELk Yes
f-uebSFkE4k Yes
zxdEtDSJ7xQ Yes
XPtWync_W8o Yes
9tBsxrk-_Ik Yes
Q4Y736364pg Yes
RK1dvQdxLiY Yes
Q3mOkddN4TQ Yes
eioGA-dHN38 Yes
YPH6-TuDhuo Yes
X_4Oh0Eje5Q Yes
UchkETPTCzM Yes
L5HZrSMV2nQ Yes
btjv5LaPG_s Yes
SgO51o6lf9Y Yes
Un7ZE3M3GL8 Yes
YQiMp9vyhbU Yes
AE20lSocuqM Yes
PefM5vCrG1Y Yes
P0ToJLgFCG8 Yes
o6ZAUE1u1_o Yes
MImb2IceVhc Yes
faiyjwxjz4Q Yes
l9xAVkNR0jg Yes
izwToMGLv4U Yes
pjtSZyY0sh8 Yes
666xE_FX1jA Yes
PKr9WM51-2g Yes
ns88z3m2-48 Yes
JnIGLTHDc6U Yes
xg0sszqVpnk Yes
XJHVBuO1OxA Yes
PWu_NQBs2FE Yes
4KAQ_IK6pJs Yes
6-izpdQ4ugQ Yes
urK4zJsSzgA Yes
4JZaqzoEvSo Yes
f3IJEQRbzDU Yes
L5SmpVmqTQo Yes
CYD2cydxDuc Yes
jdIkCxvh_iI Yes
v9kSHfkqSZU Yes
QgMM3POiYF8 Yes
i3fkQ18dudk Yes
mKmkvhZ5lvc Yes
dP_FiVey_sI Yes
_46Vi_1_f-o Yes
IfRrM3_rLtc Yes
